"","rn","Estimate","Est.Error","Q2.5","Q97.5"
"1","MMTAcura MDX","0.0624999650241272","0.0292788120512751","0.0054895215","0.119898375"
"2","MMTAcura MDX:MY2018","-0.0358307481522382","0.034860338457342","-0.10380735","0.0324362024999999"
"3","MMTAcura MDX:MY2018:MileGrpATC1","-0.0265515357323172","0.0305633282093222","-0.086695475","0.0332309074999999"
"4","MMTAcura MDX:MY2018:MileGrpATC2","-0.0265740389628917","0.0238426647942669","-0.0738796875","0.01952545"
"5","MMTAcura MDX:MY2018:MileGrpATC3","0",".",".","."
"6","MMTAcura MDX:MY2019","-0.00263977129806711","0.0335005369132645","-0.0686190225","0.0629054025"
"7","MMTAcura MDX:MY2019:MileGrpATC1","-0.0598999958048219","0.0242170905768613","-0.10696915","-0.01312796"
"8","MMTAcura MDX:MY2019:MileGrpATC2","-0.0599801977990614","0.0218849159732825","-0.103471025","-0.0171680475"
"9","MMTAcura MDX:MY2019:MileGrpATC3","0",".",".","."
"10","MMTAcura MDX:MY2020","0",".",".","."
"11","MMTAcura MDX:MY2020:MileGrpATC1","-0.0626180061983833","0.0366473268070222","-0.135309575","0.00928846049999995"
"12","MMTAcura MDX:MY2020:MileGrpATC2","-0.0623804403952596","0.0366686136069799","-0.134833925","0.00955162874999999"
"13","MMTAcura MDX:MY2020:MileGrpATC3","0",".",".","."
"14","MMTAcura RDX","0.0360075490701272","0.0102546143812706","0.0160173725","0.0559861225"
"15","MMTAcura RDX:MY2018","-0.0359966232572807","0.0164492350329094","-0.068548245","-0.00437824350000002"
"16","MMTAcura RDX:MY2018:MileGrpATC1","-3.09668109026755e-05","0.0169149381182554","-0.0332705025","0.03277357"
"17","MMTAcura RDX:MY2018:MileGrpATC2","0.00881159633637675","0.0155137470222152","-0.021817065","0.038971755"
"18","MMTAcura RDX:MY2018:MileGrpATC3","0",".",".","."
"19","MMTAcura RDX:MY2019","-0.029415777887286","0.0127669314217649","-0.0545687425","-0.00457548250000002"
"20","MMTAcura RDX:MY2019:MileGrpATC1","-0.00637202482005632","0.0145836143169518","-0.034974025","0.022246415"
"21","MMTAcura RDX:MY2019:MileGrpATC2","-0.00661353056711851","0.0109347569412456","-0.02780093","0.0148487"
"22","MMTAcura RDX:MY2019:MileGrpATC3","0",".",".","."
"23","MMTAcura RDX:MY2020","0",".",".","."
"24","MMTAcura RDX:MY2020:MileGrpATC1","-0.0360954640288224","0.0179272591005923","-0.071107695","-0.000451233750000039"
"25","MMTAcura RDX:MY2020:MileGrpATC2","-0.0107503927587353","0.0146945300726062","-0.03967055","0.0179547274999999"
"26","MMTAcura RDX:MY2020:MileGrpATC3","0",".",".","."
"27","MMTAcura TLX","2.01620644852281e-09","2.72048402262971e-07","-5.502862e-07","5.51001474999999e-07"
"28","MMTAcura TLX:MY2018","-2.264567101725e-09","3.18436341034369e-07","-6.458425e-07","6.45034075e-07"
"29","MMTAcura TLX:MY2018:MileGrpATC1","2.21373664514167e-09","2.61701256087876e-07","-5.32344e-07","5.33775374999999e-07"
"30","MMTAcura TLX:MY2018:MileGrpATC2","1.73754151273246e-10","2.25816270734774e-07","-4.580515e-07","4.58005999999999e-07"
"31","MMTAcura TLX:MY2018:MileGrpATC3","0",".",".","."
"32","MMTAcura TLX:MY2019","-2.9807967002307e-09","3.30515878270353e-07","-6.670362e-07","6.65290274999998e-07"
"33","MMTAcura TLX:MY2019:MileGrpATC1","-2.20849232719561e-09","2.9809060788274e-07","-6.0083585e-07","6.0199655e-07"
"34","MMTAcura TLX:MY2019:MileGrpATC2","1.39567821203948e-10","2.48241560559467e-07","-5.04706175e-07","5.04561699999999e-07"
"35","MMTAcura TLX:MY2019:MileGrpATC3","0",".",".","."
"36","MMTAcura TLX:MY2020","0",".",".","."
"37","MMTAcura TLX:MY2020:MileGrpATC1","-3.53814594569868e-09","3.5529152771288e-07","-7.251305e-07","7.13158325e-07"
"38","MMTAcura TLX:MY2020:MileGrpATC2","-4.62572153417544e-09","3.45726306510362e-07","-7.090954e-07","6.94549674999999e-07"
"39","MMTAcura TLX:MY2020:MileGrpATC3","0",".",".","."
"40","MMTAlfa Romeo Giulia","-2.19141267885702e-09","3.1587315700814e-07","-6.25594525e-07","6.22190675e-07"
"41","MMTAlfa Romeo Giulia:MY2018","4.91825040395833e-09","4.46096330327773e-07","-8.8180605e-07","8.82062275e-07"
"42","MMTAlfa Romeo Giulia:MY2018:MileGrpATC1","-2.09913536633333e-09","3.51839491509367e-07","-6.9907395e-07","6.985731e-07"
"43","MMTAlfa Romeo Giulia:MY2018:MileGrpATC2","-1.74721964044211e-09","3.49082329396391e-07","-6.93027075e-07","6.91014649999999e-07"
"44","MMTAlfa Romeo Giulia:MY2018:MileGrpATC3","0",".",".","."
"45","MMTAlfa Romeo Giulia:MY2019","2.27173788154868e-09","4.97554074209048e-07","-9.82284825e-07","9.96140974999999e-07"
"46","MMTAlfa Romeo Giulia:MY2019:MileGrpATC1","-7.75864652087719e-10","4.10746924390811e-07","-8.05323175e-07","8.1686605e-07"
"47","MMTAlfa Romeo Giulia:MY2019:MileGrpATC2","9.98083721741229e-10","4.68768034774778e-07","-9.3312635e-07","9.207715e-07"
"48","MMTAlfa Romeo Giulia:MY2019:MileGrpATC3","0",".",".","."
"49","MMTAlfa Romeo Giulia:MY2020","0",".",".","."
"50","MMTAlfa Romeo Giulia:MY2020:MileGrpATC1","1.54543417163597e-09","3.87146703360174e-07","-7.748419e-07","7.68357074999999e-07"
"51","MMTAlfa Romeo Giulia:MY2020:MileGrpATC2","0",".",".","."
"52","MMTAlfa Romeo Stelvio","-0.000393820344878377","0.0600521792606114","-0.117547625","0.116491675"
"53","MMTAlfa Romeo Stelvio:MY2018","0.000184179291013158","0.0754430321941244","-0.14819325","0.149061825"
"54","MMTAlfa Romeo Stelvio:MY2018:MileGrpATC1","6.22559568570176e-05","0.0543500048574345","-0.107781175","0.10669335"
"55","MMTAlfa Romeo Stelvio:MY2018:MileGrpATC2","0.0438090886206001","0.0518674004789206","-0.058804755","0.1459726"
"56","MMTAlfa Romeo Stelvio:MY2018:MileGrpATC3","0",".",".","."
"57","MMTAlfa Romeo Stelvio:MY2019","0.000430703559185088","0.0845012177701125","-0.166149875","0.16653885"
"58","MMTAlfa Romeo Stelvio:MY2019:MileGrpATC1","-0.000365589818614035","0.0694973547266619","-0.137201","0.136645725"
"59","MMTAlfa Romeo Stelvio:MY2019:MileGrpATC2","0.000339222658769605","0.0726441889286809","-0.143737025","0.146868225"
"60","MMTAlfa Romeo Stelvio:MY2019:MileGrpATC3","0",".",".","."
"61","MMTAlfa Romeo Stelvio:MY2020","0",".",".","."
"62","MMTAlfa Romeo Stelvio:MY2020:MileGrpATC1","0",".",".","."
"63","MMTAudi A3","1.99109717444175e-09","4.08689734025707e-07","-8.1712905e-07","8.2305345e-07"
"64","MMTAudi A3:MY2018","-2.14174840432018e-09","4.60143331068947e-07","-9.298348e-07","9.15466749999999e-07"
"65","MMTAudi A3:MY2018:MileGrpATC1","4.66856811538597e-10","2.55089626703313e-07","-5.17167725e-07","5.09956125e-07"
"66","MMTAudi A3:MY2018:MileGrpATC2","-1.93469275577632e-09","2.78969839275244e-07","-5.7005885e-07","5.59365399999999e-07"
"67","MMTAudi A3:MY2018:MileGrpATC3","0",".",".","."
"68","MMTAudi A3:MY2019","-1.39656669679825e-10","5.77890295526789e-07","-1.14822275e-06","1.157121e-06"
"69","MMTAudi A3:MY2019:MileGrpATC1","-5.69565084708334e-10","4.42914796141059e-07","-9.02134575e-07","8.87634875e-07"
"70","MMTAudi A3:MY2019:MileGrpATC2","-8.60400630092106e-10","4.75397285704102e-07","-9.56317125e-07","9.52036924999999e-07"
"71","MMTAudi A3:MY2019:MileGrpATC3","0",".",".","."
"72","MMTAudi A3:MY2020","0",".",".","."
"73","MMTAudi A3:MY2020:MileGrpATC1","-1.34126584474868e-08","8.1080258819176e-07","-1.634213e-06","1.60492525e-06"
"74","MMTAudi A3:MY2020:MileGrpATC2","1.88244182617982e-09","5.76836485823761e-07","-1.14892e-06","1.17513425e-06"
"75","MMTAudi A3:MY2020:MileGrpATC3","0",".",".","."
"76","MMTAudi A4/Audi Allroad","0.000453460317251316","0.0500253907347128","-0.0974219475","0.0986985124999999"
"77","MMTAudi A4/Audi Allroad:MY2018","-0.000461507302321053","0.0504830898204647","-0.099356265","0.0987646924999999"
"78","MMTAudi A4/Audi Allroad:MY2018:MileGrpATC1","5.53966129228071e-06","0.00912949091392314","-0.017737955","0.01789087"
"79","MMTAudi A4/Audi Allroad:MY2018:MileGrpATC2","0.00857012283662684","0.00859693925897576","-0.008339135","0.0253811"
"80","MMTAudi A4/Audi Allroad:MY2018:MileGrpATC3","0",".",".","."
"81","MMTAudi A4/Audi Allroad:MY2019","-0.000397000996042281","0.0520683616059241","-0.102189125","0.1016194"
"82","MMTAudi A4/Audi Allroad:MY2019:MileGrpATC1","-3.25098965655702e-05","0.0154145674173702","-0.030063925","0.03006184"
"83","MMTAudi A4/Audi Allroad:MY2019:MileGrpATC2","-1.72704062890351e-05","0.0159125509451226","-0.0310889725","0.0313285425"
"84","MMTAudi A4/Audi Allroad:MY2019:MileGrpATC3","0",".",".","."
"85","MMTAudi A4/Audi Allroad:MY2020","0",".",".","."
"86","MMTAudi A4/Audi Allroad:MY2020:MileGrpATC1","-0.000507467001958728","0.0514303615056711","-0.101859075","0.100093975"
"87","MMTAudi A4/Audi Allroad:MY2020:MileGrpATC2","-0.000404227961669254","0.0537915312713453","-0.1052921","0.106796075"
"88","MMTAudi A4/Audi Allroad:MY2020:MileGrpATC3","0",".",".","."
"89","MMTAudi A5/Audi S5","0.000103501409516711","0.0214598230227319","-0.0419849875","0.04181723"
"90","MMTAudi A5/Audi S5:MY2018","-0.000194237257792054","0.0229046390565598","-0.04487946","0.0446529499999999"
"91","MMTAudi A5/Audi S5:MY2018:MileGrpATC1","0.0128137643898083","0.00978980785919915","-0.00647967675","0.0317994125"
"92","MMTAudi A5/Audi S5:MY2018:MileGrpATC2","3.85077143572807e-05","0.00940480409096906","-0.0184960625","0.018504685"
"93","MMTAudi A5/Audi S5:MY2018:MileGrpATC3","0",".",".","."
"94","MMTAudi A5/Audi S5:MY2019","-0.000110469302269175","0.0282162049572642","-0.0552245325","0.0553177225"
"95","MMTAudi A5/Audi S5:MY2019:MileGrpATC1","-2.04541220311404e-05","0.0194812434532627","-0.0381621175","0.03861096"
"96","MMTAudi A5/Audi S5:MY2019:MileGrpATC2","-2.25748777107456e-05","0.0200049890258263","-0.0394593875","0.0394073075"
"97","MMTAudi A5/Audi S5:MY2019:MileGrpATC3","0",".",".","."
"98","MMTAudi A5/Audi S5:MY2020","0",".",".","."
"99","MMTAudi A5/Audi S5:MY2020:MileGrpATC1","-0.000166920076938597","0.0282679494188052","-0.0557190375","0.0554171875"
"100","MMTAudi A5/Audi S5:MY2020:MileGrpATC2","-0.000100430481865351","0.0371937576105323","-0.07330833","0.0725690025"
"101","MMTAudi A5/Audi S5:MY2020:MileGrpATC3","0",".",".","."
"102","MMTAudi A6","-0.000257943625765351","0.0737994422673992","-0.145721575","0.144331425"
"103","MMTAudi A6:MY2018","5.34594239175438e-05","0.0765785352814091","-0.149085525","0.150971825"
"104","MMTAudi A6:MY2018:MileGrpATC1","0.000147915225826711","0.0251043463615835","-0.0494504975","0.0489553349999999"
"105","MMTAudi A6:MY2018:MileGrpATC2","0.000139413696306009","0.0274320259358016","-0.0538086525","0.0537465325"
"106","MMTAudi A6:MY2018:MileGrpATC3","0",".",".","."
"107","MMTAudi A6:MY2019","0.0436570636904908","0.0754080110801368","-0.102994","0.1929601"
"108","MMTAudi A6:MY2019:MileGrpATC1","-0.0434057233692114","0.0188788200868373","-0.0803207675","-0.00618888425000008"
"109","MMTAudi A6:MY2019:MileGrpATC2","-0.043395488322157","0.019473940710733","-0.08104091","-0.00488346525000001"
"110","MMTAudi A6:MY2019:MileGrpATC3","0",".",".","."
"111","MMTAudi A6:MY2020","0",".",".","."
"112","MMTAudi A6:MY2020:MileGrpATC1","0.000280080398864035","0.0829328150832508","-0.1613987","0.16284445"
"113","MMTAudi A6:MY2020:MileGrpATC2","2.01659576754386e-05","0.0907144827637684","-0.178652225","0.180373025"
"114","MMTAudi A6:MY2020:MileGrpATC3","0",".",".","."
"115","MMTAudi A7","-1.22849324644737e-10","6.36567676151518e-07","-1.26366475e-06","1.28026e-06"
"116","MMTAudi A7:MY2018","1.56920184950877e-09","6.86793441031971e-07","-1.3800025e-06","1.36354e-06"
"117","MMTAudi A7:MY2018:MileGrpATC1","-2.29826175179827e-11","3.6552825444472e-07","-7.3035245e-07","7.45385024999999e-07"
"118","MMTAudi A7:MY2018:MileGrpATC2","-8.24159620842105e-10","3.66477962280958e-07","-7.4206565e-07","7.44789374999999e-07"
"119","MMTAudi A7:MY2018:MileGrpATC3","0",".",".","."
"120","MMTAudi A7:MY2019","1.29407345785087e-10","7.14131111963133e-07","-1.41986475e-06","1.46002775e-06"
"121","MMTAudi A7:MY2019:MileGrpATC1","3.79413914342105e-10","3.57054923777629e-07","-7.11724025e-07","7.17886925e-07"
"122","MMTAudi A7:MY2019:MileGrpATC2","-1.31494126260526e-09","3.52874670985098e-07","-7.1300215e-07","7.07295049999997e-07"
"123","MMTAudi A7:MY2019:MileGrpATC3","0",".",".","."
"124","MMTAudi A7:MY2020","0",".",".","."
"125","MMTAudi A7:MY2020:MileGrpATC1","1.90599639381579e-09","7.35862817913174e-07","-1.47505525e-06","1.48821775e-06"
"126","MMTAudi A7:MY2020:MileGrpATC2","0",".",".","."
"127","MMTAudi Q3","0.000126128830624079","0.0299574096063959","-0.058622535","0.059268225"
"128","MMTAudi Q3:MY2018","3.76614593593859e-05","0.04372082514453","-0.08542668","0.0852645825"
"129","MMTAudi Q3:MY2018:MileGrpATC1","-0.000185072573985395","0.0377021899147267","-0.074165905","0.0742254174999999"
"130","MMTAudi Q3:MY2018:MileGrpATC2","-9.47641653955702e-05","0.0378117327881392","-0.0736443575","0.07407347"
"131","MMTAudi Q3:MY2018:MileGrpATC3","0",".",".","."
"132","MMTAudi Q3:MY2019","0.000296805135937281","0.0564818865569094","-0.1084518","0.1118888"
"133","MMTAudi Q3:MY2019:MileGrpATC1","0.0662124417685847","0.0581956867265542","-0.049094965","0.18012345"
"134","MMTAudi Q3:MY2019:MileGrpATC2","0",".",".","."
"135","MMTAudi Q3:MY2020","0",".",".","."
"136","MMTAudi Q3:MY2020:MileGrpATC1","-0.000228172222348684","0.0398461878629909","-0.078588985","0.0777360474999999"
"137","MMTAudi Q3:MY2020:MileGrpATC2","0.0714648559839956","0.0383076837749639","-0.00420791475","0.1467528"
"138","MMTAudi Q3:MY2020:MileGrpATC3","0",".",".","."
"139","MMTAudi Q5","-2.56782562592544e-05","0.0174591724195015","-0.0342329975","0.0338474225"
"140","MMTAudi Q5:MY2018","7.31405310245614e-05","0.0180755396485767","-0.03468361","0.035886985"
"141","MMTAudi Q5:MY2018:MileGrpATC1","0.00530375152806224","0.00655378785583437","-0.00756119425","0.0180165775"
"142","MMTAudi Q5:MY2018:MileGrpATC2","0.00808105255573096","0.0061264554065832","-0.003814963","0.020009205"
"143","MMTAudi Q5:MY2018:MileGrpATC3","0",".",".","."
"144","MMTAudi Q5:MY2019","-2.65870731434649e-05","0.0193180504930983","-0.03789144","0.0381296024999999"
"145","MMTAudi Q5:MY2019:MileGrpATC1","2.92289935202456e-05","0.0100907168297181","-0.0197127175","0.01980154"
"146","MMTAudi Q5:MY2019:MileGrpATC2","0.00896421168771764","0.0103404495194405","-0.0112447","0.0292296775"
"147","MMTAudi Q5:MY2019:MileGrpATC3","0",".",".","."
"148","MMTAudi Q5:MY2020","0",".",".","."
"149","MMTAudi Q5:MY2020:MileGrpATC1","-2.66483980452631e-05","0.0198548208910417","-0.0387833875","0.038998155"
"150","MMTAudi Q5:MY2020:MileGrpATC2","2.0953845554386e-05","0.0202351739591718","-0.0396995475","0.0393792949999999"
"151","MMTAudi Q5:MY2020:MileGrpATC3","0",".",".","."
"152","MMTAudi Q7","-0.000163700371023246","0.0311547914187657","-0.0606645875","0.0613362249999999"
"153","MMTAudi Q7:MY2018","0.000162353161744298","0.0314738753078804","-0.0617427125","0.0614432474999999"
"154","MMTAudi Q7:MY2018:MileGrpATC1","-4.68278129614034e-06","0.0068545535172432","-0.0133615025","0.0135808475"
"155","MMTAudi Q7:MY2018:MileGrpATC2","0.00766097060236794","0.00583052360929076","-0.003814677","0.0190948175"
"156","MMTAudi Q7:MY2018:MileGrpATC3","0",".",".","."
"157","MMTAudi Q7:MY2019","0.000115856531095088","0.0320259182903521","-0.062873915","0.0628071325"
"158","MMTAudi Q7:MY2019:MileGrpATC1","3.77095831753947e-05","0.00878048912211916","-0.0172649475","0.017033945"
"159","MMTAudi Q7:MY2019:MileGrpATC2","9.94379282025878e-06","0.00909199014013538","-0.017783995","0.01768701"
"160","MMTAudi Q7:MY2019:MileGrpATC3","0",".",".","."
"161","MMTAudi Q7:MY2020","0",".",".","."
"162","MMTAudi Q7:MY2020:MileGrpATC1","9.43185782482456e-05","0.0332206018719811","-0.06529686","0.06547513"
"163","MMTAudi Q7:MY2020:MileGrpATC2","0.000248965270829825","0.0345353886463258","-0.067859555","0.068217"
"164","MMTAudi Q7:MY2020:MileGrpATC3","0",".",".","."
"165","MMTAudi Q8","-7.65655932419737e-09","5.87192356876337e-07","-1.214118e-06","1.17287575e-06"
"166","MMTAudi Q8:MY2019","7.93473958607456e-09","6.37274473739644e-07","-1.2525825e-06","1.33378725e-06"
"167","MMTAudi Q8:MY2019:MileGrpATC1","-6.85993506840789e-10","2.96855700904312e-07","-6.07107725e-07","6.08937199999999e-07"
"168","MMTAudi Q8:MY2019:MileGrpATC2","-1.36126660067982e-09","2.88619076057436e-07","-5.91206975e-07","5.98268124999999e-07"
"169","MMTAudi Q8:MY2019:MileGrpATC3","0",".",".","."
"170","MMTAudi Q8:MY2020","0",".",".","."
"171","MMTAudi Q8:MY2020:MileGrpATC1","9.33226110894298e-09","6.6354618467874e-07","-1.3256365e-06","1.35684575e-06"
"172","MMTAudi Q8:MY2020:MileGrpATC2","3.79064295765351e-09","7.00669522073208e-07","-1.4187245e-06","1.430714e-06"
"173","MMTAudi Q8:MY2020:MileGrpATC3","0",".",".","."
"174","MMTAudi S4","1.79488117627675e-09","3.96505791998324e-07","-7.8468125e-07","7.9925605e-07"
"175","MMTAudi S4:MY2018","-2.81267939243991e-09","4.69749041499138e-07","-9.4240755e-07","9.28158599999999e-07"
"176","MMTAudi S4:MY2018:MileGrpATC1","1.8026074867807e-09","3.11188881517283e-07","-6.1934575e-07","6.16226699999999e-07"
"177","MMTAudi S4:MY2018:MileGrpATC2","-2.78235718070174e-11","3.04301289309792e-07","-6.0857835e-07","5.990987e-07"
"178","MMTAudi S4:MY2018:MileGrpATC3","0",".",".","."
"179","MMTAudi S4:MY2019","-1.69056827948246e-09","4.85742106728214e-07","-9.725022e-07","9.64946e-07"
"180","MMTAudi S4:MY2019:MileGrpATC1","-9.16192859473684e-10","3.21025640426824e-07","-6.35236375e-07","6.28569849999999e-07"
"181","MMTAudi S4:MY2019:MileGrpATC2","-3.00264762026316e-10","3.93357948155241e-07","-7.81933875e-07","7.89039375e-07"
"182","MMTAudi S4:MY2019:MileGrpATC3","0",".",".","."
"183","MMTAudi S4:MY2020","0",".",".","."
"184","MMTAudi S4:MY2020:MileGrpATC1","-1.40379026574561e-09","5.60364862525167e-07","-1.14745225e-06","1.115411e-06"
"185","MMTAudi S4:MY2020:MileGrpATC2","0",".",".","."
"186","MMTAudi e-tron","6.06704242706137e-11","5.11028865344339e-07","-1.03812125e-06","1.01754475e-06"
"187","MMTAudi e-tron:MY2019","-2.4539408910965e-10","6.20381038245861e-07","-1.26212775e-06","1.25660375e-06"
"188","MMTAudi e-tron:MY2019:MileGrpATC1","-2.0222751341228e-10","3.71981067880138e-07","-7.60411825e-07","7.53074224999998e-07"
"189","MMTAudi e-tron:MY2019:MileGrpATC2","-1.3794980117364e-09","4.09952970358616e-07","-8.408523e-07","8.32065525e-07"
"190","MMTAudi e-tron:MY2019:MileGrpATC3","0",".",".","."
"191","MMTAudi e-tron:MY2020","0",".",".","."
"192","MMTAudi e-tron:MY2020:MileGrpATC2","7.99434728852632e-09","8.75495453497609e-07","-1.76033025e-06","1.782313e-06"
"193","MMTAudi e-tron:MY2020:MileGrpATC3","0",".",".","."
"194","MMTBMW 2 Series","0.00014206404815307","0.0237851057102687","-0.0463295375","0.0469155449999999"
"195","MMTBMW 2 Series:MY2018","-0.000645681494292982","0.0395380108671709","-0.0773749325","0.0772212525"
"196","MMTBMW 2 Series:MY2018:MileGrpATC1","0.0217529589005075","0.033577018999198","-0.04392369","0.0873905374999999"
"197","MMTBMW 2 Series:MY2018:MileGrpATC2","0.000440030384514474","0.0348513723907699","-0.06831845","0.0686784925"
"198","MMTBMW 2 Series:MY2018:MileGrpATC3","0",".",".","."
"199","MMTBMW 2 Series:MY2019","-0.000235002335620614","0.0413726277066952","-0.0818888975","0.0808957975"
"200","MMTBMW 2 Series:MY2019:MileGrpATC1","0.000196593057324561","0.0392368246790998","-0.0771659525","0.0766316825"
"201","MMTBMW 2 Series:MY2019:MileGrpATC2","8.03623691798245e-05","0.0406320274418616","-0.08036909","0.0806794824999998"
"202","MMTBMW 2 Series:MY2019:MileGrpATC3","0",".",".","."
"203","MMTBMW 2 Series:MY2020","0",".",".","."
"204","MMTBMW 2 Series:MY2020:MileGrpATC1","-0.000227100343399561","0.0355037658659595","-0.06929877","0.07012696"
"205","MMTBMW 2 Series:MY2020:MileGrpATC2","-0.000115448730261447","0.0331545141789509","-0.0649610375","0.066307975"
"206","MMTBMW 2 Series:MY2020:MileGrpATC3","0",".",".","."
"207","MMTBMW 3 Series/BMW 3 Series Gran Turismo","2.60275502385746e-05","0.0113361671109256","-0.02222462","0.022386205"
"208","MMTBMW 3 Series/BMW 3 Series Gran Turismo:MY2018","-7.28298051149123e-05","0.0170558619214829","-0.0333489025","0.0333180925"
"209","MMTBMW 3 Series/BMW 3 Series Gran Turismo:MY2018:MileGrpATC1","0.013006738541207","0.0142340011806817","-0.0150138675","0.0408070225"
"210","MMTBMW 3 Series/BMW 3 Series Gran Turismo:MY2018:MileGrpATC2","8.17635528540789e-05","0.0150954403955993","-0.0297806925","0.0295475099999999"
"211","MMTBMW 3 Series/BMW 3 Series Gran Turismo:MY2018:MileGrpATC3","0",".",".","."
"212","MMTBMW 3 Series/BMW 3 Series Gran Turismo:MY2019","-0.000105062185644737","0.018567994550493","-0.036340655","0.0364008575"
"213","MMTBMW 3 Series/BMW 3 Series Gran Turismo:MY2019:MileGrpATC1","5.27180774978552e-05","0.0173280716206928","-0.0341475925","0.033956175"
"214","MMTBMW 3 Series/BMW 3 Series Gran Turismo:MY2019:MileGrpATC2","7.55034529492544e-05","0.0173664750765858","-0.03333834","0.0344724199999998"
"215","MMTBMW 3 Series/BMW 3 Series Gran Turismo:MY2019:MileGrpATC3","0",".",".","."
"216","MMTBMW 3 Series/BMW 3 Series Gran Turismo:MY2020","0",".",".","."
"217","MMTBMW 3 Series/BMW 3 Series Gran Turismo:MY2020:MileGrpATC1","-4.34828238460526e-05","0.0166847612310508","-0.0326875375","0.0327728149999999"
"218","MMTBMW 3 Series/BMW 3 Series Gran Turismo:MY2020:MileGrpATC2","-2.62270353061096e-05","0.0145859573408227","-0.0285252025","0.0288652375"
"219","MMTBMW 3 Series/BMW 3 Series Gran Turismo:MY2020:MileGrpATC3","0",".",".","."
"220","MMTBMW 4 Series","-4.75986564361404e-09","3.60897307441356e-07","-7.564635e-07","7.3998015e-07"
"221","MMTBMW 4 Series:MY2018","4.7144810133689e-09","4.48843103866945e-07","-9.09660375e-07","9.3703525e-07"
"222","MMTBMW 4 Series:MY2018:MileGrpATC1","-4.84249751030701e-10","3.64522856274139e-07","-7.4516635e-07","7.52406125e-07"
"223","MMTBMW 4 Series:MY2018:MileGrpATC2","-3.08102903341228e-10","3.07412627521227e-07","-6.47552625e-07","6.16892699999999e-07"
"224","MMTBMW 4 Series:MY2018:MileGrpATC3","0",".",".","."
"225","MMTBMW 4 Series:MY2019","4.11541507982018e-09","4.2455643839364e-07","-8.74721125e-07","8.82405749999999e-07"
"226","MMTBMW 4 Series:MY2019:MileGrpATC1","2.51165079984658e-09","3.78916578298581e-07","-7.8631715e-07","7.80227075e-07"
"227","MMTBMW 4 Series:MY2019:MileGrpATC2","2.31293213146491e-09","2.95925020935278e-07","-6.00752175e-07","6.1501725e-07"
"228","MMTBMW 4 Series:MY2019:MileGrpATC3","0",".",".","."
"229","MMTBMW 4 Series:MY2020","0",".",".","."
"230","MMTBMW 4 Series:MY2020:MileGrpATC1","5.59479747017982e-09","5.98117249367705e-07","-1.20856575e-06","1.23685025e-06"
"231","MMTBMW 4 Series:MY2020:MileGrpATC2","4.75987843483816e-09","4.68412600199956e-07","-9.6003045e-07","9.72678525e-07"
"232","MMTBMW 4 Series:MY2020:MileGrpATC3","0",".",".","."
"233","MMTBMW 5 Series/BMW 5 Series Gran Turismo","2.11142299578947e-05","0.019595727484333","-0.0383940425","0.0384708"
"234","MMTBMW 5 Series/BMW 5 Series Gran Turismo:MY2018","0.0262838146309969","0.0229228468382441","-0.0189779325","0.07118941"
"235","MMTBMW 5 Series/BMW 5 Series Gran Turismo:MY2018:MileGrpATC1","-0.0263832361339421","0.0155009130143849","-0.0566054375","0.00424169874999995"
"236","MMTBMW 5 Series/BMW 5 Series Gran Turismo:MY2018:MileGrpATC2","-0.0125684947477535","0.0145902269101429","-0.041276855","0.0158575825"
"237","MMTBMW 5 Series/BMW 5 Series Gran Turismo:MY2018:MileGrpATC3","0",".",".","."
"238","MMTBMW 5 Series/BMW 5 Series Gran Turismo:MY2019","-2.6355928011272e-05","0.0226692571416392","-0.0448226825","0.044129045"
"239","MMTBMW 5 Series/BMW 5 Series Gran Turismo:MY2019:MileGrpATC1","-2.5446952675614e-05","0.0152171696774852","-0.030382155","0.0294004825"
"240","MMTBMW 5 Series/BMW 5 Series Gran Turismo:MY2019:MileGrpATC2","9.20269958425438e-06","0.0144294889075676","-0.0286464725","0.028533305"
"241","MMTBMW 5 Series/BMW 5 Series Gran Turismo:MY2019:MileGrpATC3","0",".",".","."
"242","MMTBMW 5 Series/BMW 5 Series Gran Turismo:MY2020","0",".",".","."
"243","MMTBMW 5 Series/BMW 5 Series Gran Turismo:MY2020:MileGrpATC1","-0.000208278760885088","0.025566652939662","-0.05083229","0.0495244274999999"
"244","MMTBMW 5 Series/BMW 5 Series Gran Turismo:MY2020:MileGrpATC2","-0.000103544562424123","0.0253407540743854","-0.050053445","0.04960865"
"245","MMTBMW 5 Series/BMW 5 Series Gran Turismo:MY2020:MileGrpATC3","0",".",".","."
"246","MMTBMW 7 Series","-6.89006862764474e-10","3.34354972006349e-07","-6.771385e-07","6.78846249999998e-07"
"247","MMTBMW 7 Series:MY2018","6.05405943793859e-10","4.48170617560116e-07","-9.10017225e-07","9.21233074999999e-07"
"248","MMTBMW 7 Series:MY2018:MileGrpATC1","-7.35663186592105e-10","4.48245552074638e-07","-9.262611e-07","9.15182074999998e-07"
"249","MMTBMW 7 Series:MY2018:MileGrpATC2","5.55657564631579e-10","3.90961953522585e-07","-8.06992125e-07","8.00065575e-07"
"250","MMTBMW 7 Series:MY2018:MileGrpATC3","0",".",".","."
"251","MMTBMW 7 Series:MY2019","8.13792217456141e-10","4.25424775372034e-07","-8.715517e-07","8.59043075e-07"
"252","MMTBMW 7 Series:MY2019:MileGrpATC1","3.22177377323684e-09","3.99978729943388e-07","-8.02268575e-07","8.33275775e-07"
