"","rn","Estimate","Est.Error","Q2.5","Q97.5"
"1","MMTAcura MDX","-3.12201095169737","1.20255668914303","-5.95400625","-1.2506575"
"2","MMTAcura MDX:MY2018","-1.07964718533968","1.78440920962909","-4.826464","2.36648"
"3","MMTAcura MDX:MY2018:MileGrpATC1","-1e+13","0","-1e+13","-1e+13"
"4","MMTAcura MDX:MY2018:MileGrpATC2","-1e+13","0","-1e+13","-1e+13"
"5","MMTAcura MDX:MY2018:MileGrpATC3","0",".",".","."
"6","MMTAcura MDX:MY2019","0.197626245384548","1.36643055921316","-2.152703","3.21481424999999"
"7","MMTAcura MDX:MY2019:MileGrpATC1","-1e+13","0","-1e+13","-1e+13"
"8","MMTAcura MDX:MY2019:MileGrpATC2","-1e+13","0","-1e+13","-1e+13"
"9","MMTAcura MDX:MY2019:MileGrpATC3","0",".",".","."
"10","MMTAcura MDX:MY2020","0",".",".","."
"11","MMTAcura MDX:MY2020:MileGrpATC1","-1e+13","0","-1e+13","-1e+13"
"12","MMTAcura MDX:MY2020:MileGrpATC2","-1e+13","0","-1e+13","-1e+13"
"13","MMTAcura MDX:MY2020:MileGrpATC3","0",".",".","."
"14","MMTAcura RDX","-3.43720128859649","0.632367544453216","-4.8418655","-2.36903675"
"15","MMTAcura RDX:MY2018","-6.78309756139303","4.46486788535589","-17.0913425","-0.420148625000002"
"16","MMTAcura RDX:MY2018:MileGrpATC1","-1e+13","0","-1e+13","-1e+13"
"17","MMTAcura RDX:MY2018:MileGrpATC2","4.76403513908557","4.57095700159918","-2.24992025","15.278645"
"18","MMTAcura RDX:MY2018:MileGrpATC3","0",".",".","."
"19","MMTAcura RDX:MY2019","-2.19968973385719","1.42254170677512","-5.4725685","0.208069074999999"
"20","MMTAcura RDX:MY2019:MileGrpATC1","-1e+13","0","-1e+13","-1e+13"
"21","MMTAcura RDX:MY2019:MileGrpATC2","-1e+13","0","-1e+13","-1e+13"
"22","MMTAcura RDX:MY2019:MileGrpATC3","0",".",".","."
"23","MMTAcura RDX:MY2020","0",".",".","."
"24","MMTAcura RDX:MY2020:MileGrpATC1","-1e+13","0","-1e+13","-1e+13"
"25","MMTAcura RDX:MY2020:MileGrpATC2","-0.491118671398632","1.03271500300955","-2.624525","1.45527"
"26","MMTAcura RDX:MY2020:MileGrpATC3","0",".",".","."
"27","MMTAcura TLX","-1e+13","0","-1e+13","-1e+13"
"28","MMTAcura TLX:MY2018","-1e+13","0","-1e+13","-1e+13"
"29","MMTAcura TLX:MY2018:MileGrpATC1","-1e+13","0","-1e+13","-1e+13"
"30","MMTAcura TLX:MY2018:MileGrpATC2","-1e+13","0","-1e+13","-1e+13"
"31","MMTAcura TLX:MY2018:MileGrpATC3","0",".",".","."
"32","MMTAcura TLX:MY2019","-1e+13","0","-1e+13","-1e+13"
"33","MMTAcura TLX:MY2019:MileGrpATC1","-1e+13","0","-1e+13","-1e+13"
"34","MMTAcura TLX:MY2019:MileGrpATC2","-1e+13","0","-1e+13","-1e+13"
"35","MMTAcura TLX:MY2019:MileGrpATC3","0",".",".","."
"36","MMTAcura TLX:MY2020","0",".",".","."
"37","MMTAcura TLX:MY2020:MileGrpATC1","-1e+13","0","-1e+13","-1e+13"
"38","MMTAcura TLX:MY2020:MileGrpATC2","-1e+13","0","-1e+13","-1e+13"
"39","MMTAcura TLX:MY2020:MileGrpATC3","0",".",".","."
"40","MMTAlfa Romeo Giulia","-1e+13","0","-1e+13","-1e+13"
"41","MMTAlfa Romeo Giulia:MY2018","-1e+13","0","-1e+13","-1e+13"
"42","MMTAlfa Romeo Giulia:MY2018:MileGrpATC1","-1e+13","0","-1e+13","-1e+13"
"43","MMTAlfa Romeo Giulia:MY2018:MileGrpATC2","-1e+13","0","-1e+13","-1e+13"
"44","MMTAlfa Romeo Giulia:MY2018:MileGrpATC3","0",".",".","."
"45","MMTAlfa Romeo Giulia:MY2019","-1e+13","0","-1e+13","-1e+13"
"46","MMTAlfa Romeo Giulia:MY2019:MileGrpATC1","-1e+13","0","-1e+13","-1e+13"
"47","MMTAlfa Romeo Giulia:MY2019:MileGrpATC2","-1e+13","0","-1e+13","-1e+13"
"48","MMTAlfa Romeo Giulia:MY2019:MileGrpATC3","0",".",".","."
"49","MMTAlfa Romeo Giulia:MY2020","0",".",".","."
"50","MMTAlfa Romeo Giulia:MY2020:MileGrpATC1","-1e+13","0","-1e+13","-1e+13"
"51","MMTAlfa Romeo Giulia:MY2020:MileGrpATC2","0",".",".","."
"52","MMTAlfa Romeo Stelvio","-9.05190021322193","5.24173195982497","-21.22082","-1.49974550000001"
"53","MMTAlfa Romeo Stelvio:MY2018","-1.01881347197522","6.42558398797562","-13.8404425","11.5831325"
"54","MMTAlfa Romeo Stelvio:MY2018:MileGrpATC1","-1e+13","0","-1e+13","-1e+13"
"55","MMTAlfa Romeo Stelvio:MY2018:MileGrpATC2","6.27007819900412","5.4760877448129","-2.08781075","18.622405"
"56","MMTAlfa Romeo Stelvio:MY2018:MileGrpATC3","0",".",".","."
"57","MMTAlfa Romeo Stelvio:MY2019","-1e+13","0","-1e+13","-1e+13"
"58","MMTAlfa Romeo Stelvio:MY2019:MileGrpATC1","-1e+13","0","-1e+13","-1e+13"
"59","MMTAlfa Romeo Stelvio:MY2019:MileGrpATC2","-1e+13","0","-1e+13","-1e+13"
"60","MMTAlfa Romeo Stelvio:MY2019:MileGrpATC3","0",".",".","."
"61","MMTAlfa Romeo Stelvio:MY2020","0",".",".","."
"62","MMTAlfa Romeo Stelvio:MY2020:MileGrpATC1","0",".",".","."
"63","MMTAudi A3","-1e+13","0","-1e+13","-1e+13"
"64","MMTAudi A3:MY2018","-1e+13","0","-1e+13","-1e+13"
"65","MMTAudi A3:MY2018:MileGrpATC1","-1e+13","0","-1e+13","-1e+13"
"66","MMTAudi A3:MY2018:MileGrpATC2","-1e+13","0","-1e+13","-1e+13"
"67","MMTAudi A3:MY2018:MileGrpATC3","0",".",".","."
"68","MMTAudi A3:MY2019","-1e+13","0","-1e+13","-1e+13"
"69","MMTAudi A3:MY2019:MileGrpATC1","-1e+13","0","-1e+13","-1e+13"
"70","MMTAudi A3:MY2019:MileGrpATC2","-1e+13","0","-1e+13","-1e+13"
"71","MMTAudi A3:MY2019:MileGrpATC3","0",".",".","."
"72","MMTAudi A3:MY2020","0",".",".","."
"73","MMTAudi A3:MY2020:MileGrpATC1","-1e+13","0","-1e+13","-1e+13"
"74","MMTAudi A3:MY2020:MileGrpATC2","-1e+13","0","-1e+13","-1e+13"
"75","MMTAudi A3:MY2020:MileGrpATC3","0",".",".","."
"76","MMTAudi A4/Audi Allroad","-8.57267737866338","5.73699528308318","-21.2907025","0.263407999999998"
"77","MMTAudi A4/Audi Allroad:MY2018","-2.88562120682193","6.55695158496053","-15.8758175","10.2160175"
"78","MMTAudi A4/Audi Allroad:MY2018:MileGrpATC1","-1e+13","0","-1e+13","-1e+13"
"79","MMTAudi A4/Audi Allroad:MY2018:MileGrpATC2","5.94543344185412","5.28400173518828","-2.00453475","17.95782"
"80","MMTAudi A4/Audi Allroad:MY2018:MileGrpATC3","0",".",".","."
"81","MMTAudi A4/Audi Allroad:MY2019","-1e+13","0","-1e+13","-1e+13"
"82","MMTAudi A4/Audi Allroad:MY2019:MileGrpATC1","-1e+13","0","-1e+13","-1e+13"
"83","MMTAudi A4/Audi Allroad:MY2019:MileGrpATC2","-1e+13","0","-1e+13","-1e+13"
"84","MMTAudi A4/Audi Allroad:MY2019:MileGrpATC3","0",".",".","."
"85","MMTAudi A4/Audi Allroad:MY2020","0",".",".","."
"86","MMTAudi A4/Audi Allroad:MY2020:MileGrpATC1","-1e+13","0","-1e+13","-1e+13"
"87","MMTAudi A4/Audi Allroad:MY2020:MileGrpATC2","-1e+13","0","-1e+13","-1e+13"
"88","MMTAudi A4/Audi Allroad:MY2020:MileGrpATC3","0",".",".","."
"89","MMTAudi A5/Audi S5","-9.61388880808772","5.24086468260013","-21.6573275","-1.92946675"
"90","MMTAudi A5/Audi S5:MY2018","-1.96290857009338","6.34027297373807","-14.456635","10.7427525"
"91","MMTAudi A5/Audi S5:MY2018:MileGrpATC1","6.46869023632769","5.28918087960008","-1.55324025","18.3987775"
"92","MMTAudi A5/Audi S5:MY2018:MileGrpATC2","-1e+13","0","-1e+13","-1e+13"
"93","MMTAudi A5/Audi S5:MY2018:MileGrpATC3","0",".",".","."
"94","MMTAudi A5/Audi S5:MY2019","-1e+13","0","-1e+13","-1e+13"
"95","MMTAudi A5/Audi S5:MY2019:MileGrpATC1","-1e+13","0","-1e+13","-1e+13"
"96","MMTAudi A5/Audi S5:MY2019:MileGrpATC2","-1e+13","0","-1e+13","-1e+13"
"97","MMTAudi A5/Audi S5:MY2019:MileGrpATC3","0",".",".","."
"98","MMTAudi A5/Audi S5:MY2020","0",".",".","."
"99","MMTAudi A5/Audi S5:MY2020:MileGrpATC1","-1e+13","0","-1e+13","-1e+13"
"100","MMTAudi A5/Audi S5:MY2020:MileGrpATC2","-1e+13","0","-1e+13","-1e+13"
"101","MMTAudi A5/Audi S5:MY2020:MileGrpATC3","0",".",".","."
"102","MMTAudi A6","-6.37040258344987","4.8472731036207","-17.4391825","0.90286424999999"
"103","MMTAudi A6:MY2018","-1e+13","0","-1e+13","-1e+13"
"104","MMTAudi A6:MY2018:MileGrpATC1","-1e+13","0","-1e+13","-1e+13"
"105","MMTAudi A6:MY2018:MileGrpATC2","-1e+13","0","-1e+13","-1e+13"
"106","MMTAudi A6:MY2018:MileGrpATC3","0",".",".","."
"107","MMTAudi A6:MY2019","2.60291686140303","4.96217550170943","-5.31654475","13.8831199999999"
"108","MMTAudi A6:MY2019:MileGrpATC1","-1e+13","0","-1e+13","-1e+13"
"109","MMTAudi A6:MY2019:MileGrpATC2","-1e+13","0","-1e+13","-1e+13"
"110","MMTAudi A6:MY2019:MileGrpATC3","0",".",".","."
"111","MMTAudi A6:MY2020","0",".",".","."
"112","MMTAudi A6:MY2020:MileGrpATC1","-1e+13","0","-1e+13","-1e+13"
"113","MMTAudi A6:MY2020:MileGrpATC2","-1e+13","0","-1e+13","-1e+13"
"114","MMTAudi A6:MY2020:MileGrpATC3","0",".",".","."
"115","MMTAudi A7","-1e+13","0","-1e+13","-1e+13"
"116","MMTAudi A7:MY2018","-1e+13","0","-1e+13","-1e+13"
"117","MMTAudi A7:MY2018:MileGrpATC1","-1e+13","0","-1e+13","-1e+13"
"118","MMTAudi A7:MY2018:MileGrpATC2","-1e+13","0","-1e+13","-1e+13"
"119","MMTAudi A7:MY2018:MileGrpATC3","0",".",".","."
"120","MMTAudi A7:MY2019","-1e+13","0","-1e+13","-1e+13"
"121","MMTAudi A7:MY2019:MileGrpATC1","-1e+13","0","-1e+13","-1e+13"
"122","MMTAudi A7:MY2019:MileGrpATC2","-1e+13","0","-1e+13","-1e+13"
"123","MMTAudi A7:MY2019:MileGrpATC3","0",".",".","."
"124","MMTAudi A7:MY2020","0",".",".","."
"125","MMTAudi A7:MY2020:MileGrpATC1","-1e+13","0","-1e+13","-1e+13"
"126","MMTAudi A7:MY2020:MileGrpATC2","0",".",".","."
"127","MMTAudi Q3","-8.06875503","3.74834595254942","-16.8755125","-2.74404975"
"128","MMTAudi Q3:MY2018","-1e+13","0","-1e+13","-1e+13"
"129","MMTAudi Q3:MY2018:MileGrpATC1","-1e+13","0","-1e+13","-1e+13"
"130","MMTAudi Q3:MY2018:MileGrpATC2","-1e+13","0","-1e+13","-1e+13"
"131","MMTAudi Q3:MY2018:MileGrpATC3","0",".",".","."
"132","MMTAudi Q3:MY2019","-1.50751328938817","5.7146471561843","-13.5885225","9.22866124999999"
"133","MMTAudi Q3:MY2019:MileGrpATC1","6.23754079918092","5.21542866247671","-1.747161","18.1413925"
"134","MMTAudi Q3:MY2019:MileGrpATC2","0",".",".","."
"135","MMTAudi Q3:MY2020","0",".",".","."
"136","MMTAudi Q3:MY2020:MileGrpATC1","-1e+13","0","-1e+13","-1e+13"
"137","MMTAudi Q3:MY2020:MileGrpATC2","5.20148948861487","3.81016489553636","-0.452106","14.0134075"
"138","MMTAudi Q3:MY2020:MileGrpATC3","0",".",".","."
"139","MMTAudi Q5","-8.63357056162281","4.1137999430934","-18.07107","-2.64117575"
"140","MMTAudi Q5:MY2018","-1.38588370936672","5.02633568779858","-11.255805","8.93840224999998"
"141","MMTAudi Q5:MY2018:MileGrpATC1","4.05472132148929","3.74919413900682","-1.8711105","12.6237725"
"142","MMTAudi Q5:MY2018:MileGrpATC2","4.89804311224829","3.63077330892695","-0.460966725","13.4210375"
"143","MMTAudi Q5:MY2018:MileGrpATC3","0",".",".","."
"144","MMTAudi Q5:MY2019","-2.84060117310702","5.77976719296231","-14.8225725","8.11478474999999"
"145","MMTAudi Q5:MY2019:MileGrpATC1","-1e+13","0","-1e+13","-1e+13"
"146","MMTAudi Q5:MY2019:MileGrpATC2","5.99645484116452","5.11202522729335","-1.802366","17.6416675"
"147","MMTAudi Q5:MY2019:MileGrpATC3","0",".",".","."
"148","MMTAudi Q5:MY2020","0",".",".","."
"149","MMTAudi Q5:MY2020:MileGrpATC1","-1e+13","0","-1e+13","-1e+13"
"150","MMTAudi Q5:MY2020:MileGrpATC2","-1e+13","0","-1e+13","-1e+13"
"151","MMTAudi Q5:MY2020:MileGrpATC3","0",".",".","."
"152","MMTAudi Q7","-9.17086855858237","5.53791937088356","-21.646225","-0.746837750000002"
"153","MMTAudi Q7:MY2018","-2.82834228822627","6.35081762420397","-15.26643","9.91864524999999"
"154","MMTAudi Q7:MY2018:MileGrpATC1","-1e+13","0","-1e+13","-1e+13"
"155","MMTAudi Q7:MY2018:MileGrpATC2","6.39084206650263","5.1486590028802","-1.39094225","18.217905"
"156","MMTAudi Q7:MY2018:MileGrpATC3","0",".",".","."
"157","MMTAudi Q7:MY2019","-1e+13","0","-1e+13","-1e+13"
"158","MMTAudi Q7:MY2019:MileGrpATC1","-1e+13","0","-1e+13","-1e+13"
"159","MMTAudi Q7:MY2019:MileGrpATC2","-1e+13","0","-1e+13","-1e+13"
"160","MMTAudi Q7:MY2019:MileGrpATC3","0",".",".","."
"161","MMTAudi Q7:MY2020","0",".",".","."
"162","MMTAudi Q7:MY2020:MileGrpATC1","-1e+13","0","-1e+13","-1e+13"
"163","MMTAudi Q7:MY2020:MileGrpATC2","-1e+13","0","-1e+13","-1e+13"
"164","MMTAudi Q7:MY2020:MileGrpATC3","0",".",".","."
"165","MMTAudi Q8","-1e+13","0","-1e+13","-1e+13"
"166","MMTAudi Q8:MY2019","-1e+13","0","-1e+13","-1e+13"
"167","MMTAudi Q8:MY2019:MileGrpATC1","-1e+13","0","-1e+13","-1e+13"
"168","MMTAudi Q8:MY2019:MileGrpATC2","-1e+13","0","-1e+13","-1e+13"
"169","MMTAudi Q8:MY2019:MileGrpATC3","0",".",".","."
"170","MMTAudi Q8:MY2020","0",".",".","."
"171","MMTAudi Q8:MY2020:MileGrpATC1","-1e+13","0","-1e+13","-1e+13"
"172","MMTAudi Q8:MY2020:MileGrpATC2","-1e+13","0","-1e+13","-1e+13"
"173","MMTAudi Q8:MY2020:MileGrpATC3","0",".",".","."
"174","MMTAudi S4","-1e+13","0","-1e+13","-1e+13"
"175","MMTAudi S4:MY2018","-1e+13","0","-1e+13","-1e+13"
"176","MMTAudi S4:MY2018:MileGrpATC1","-1e+13","0","-1e+13","-1e+13"
"177","MMTAudi S4:MY2018:MileGrpATC2","-1e+13","0","-1e+13","-1e+13"
"178","MMTAudi S4:MY2018:MileGrpATC3","0",".",".","."
"179","MMTAudi S4:MY2019","-1e+13","0","-1e+13","-1e+13"
"180","MMTAudi S4:MY2019:MileGrpATC1","-1e+13","0","-1e+13","-1e+13"
"181","MMTAudi S4:MY2019:MileGrpATC2","-1e+13","0","-1e+13","-1e+13"
"182","MMTAudi S4:MY2019:MileGrpATC3","0",".",".","."
"183","MMTAudi S4:MY2020","0",".",".","."
"184","MMTAudi S4:MY2020:MileGrpATC1","-1e+13","0","-1e+13","-1e+13"
"185","MMTAudi S4:MY2020:MileGrpATC2","0",".",".","."
"186","MMTAudi e-tron","-1e+13","0","-1e+13","-1e+13"
"187","MMTAudi e-tron:MY2019","-1e+13","0","-1e+13","-1e+13"
"188","MMTAudi e-tron:MY2019:MileGrpATC1","-1e+13","0","-1e+13","-1e+13"
"189","MMTAudi e-tron:MY2019:MileGrpATC2","-1e+13","0","-1e+13","-1e+13"
"190","MMTAudi e-tron:MY2019:MileGrpATC3","0",".",".","."
"191","MMTAudi e-tron:MY2020","0",".",".","."
"192","MMTAudi e-tron:MY2020:MileGrpATC2","-1e+13","0","-1e+13","-1e+13"
"193","MMTAudi e-tron:MY2020:MileGrpATC3","0",".",".","."
"194","MMTBMW 2 Series","-9.65299240798246","5.02497738854631","-21.3824375","-2.60390825"
"195","MMTBMW 2 Series:MY2018","-0.812979615177588","6.32036644458322","-13.4077025","11.562405"
"196","MMTBMW 2 Series:MY2018:MileGrpATC1","5.92550662954228","5.60783083655331","-2.7670845","18.50264"
"197","MMTBMW 2 Series:MY2018:MileGrpATC2","-1e+13","0","-1e+13","-1e+13"
"198","MMTBMW 2 Series:MY2018:MileGrpATC3","0",".",".","."
"199","MMTBMW 2 Series:MY2019","-1e+13","0","-1e+13","-1e+13"
"200","MMTBMW 2 Series:MY2019:MileGrpATC1","-1e+13","0","-1e+13","-1e+13"
"201","MMTBMW 2 Series:MY2019:MileGrpATC2","-1e+13","0","-1e+13","-1e+13"
"202","MMTBMW 2 Series:MY2019:MileGrpATC3","0",".",".","."
"203","MMTBMW 2 Series:MY2020","0",".",".","."
"204","MMTBMW 2 Series:MY2020:MileGrpATC1","-1e+13","0","-1e+13","-1e+13"
"205","MMTBMW 2 Series:MY2020:MileGrpATC2","-1e+13","0","-1e+13","-1e+13"
"206","MMTBMW 2 Series:MY2020:MileGrpATC3","0",".",".","."
"207","MMTBMW 3 Series/BMW 3 Series Gran Turismo","-10.3806622412281","4.96071410118211","-22.036695","-3.35976125"
"208","MMTBMW 3 Series/BMW 3 Series Gran Turismo:MY2018","-0.943874722145614","6.29347233382101","-13.8425775","11.320625"
"209","MMTBMW 3 Series/BMW 3 Series Gran Turismo:MY2018:MileGrpATC1","6.24342762193947","5.49291175180881","-2.1001605","18.616295"
"210","MMTBMW 3 Series/BMW 3 Series Gran Turismo:MY2018:MileGrpATC2","-1e+13","0","-1e+13","-1e+13"
"211","MMTBMW 3 Series/BMW 3 Series Gran Turismo:MY2018:MileGrpATC3","0",".",".","."
"212","MMTBMW 3 Series/BMW 3 Series Gran Turismo:MY2019","-1e+13","0","-1e+13","-1e+13"
"213","MMTBMW 3 Series/BMW 3 Series Gran Turismo:MY2019:MileGrpATC1","-1e+13","0","-1e+13","-1e+13"
"214","MMTBMW 3 Series/BMW 3 Series Gran Turismo:MY2019:MileGrpATC2","-1e+13","0","-1e+13","-1e+13"
"215","MMTBMW 3 Series/BMW 3 Series Gran Turismo:MY2019:MileGrpATC3","0",".",".","."
"216","MMTBMW 3 Series/BMW 3 Series Gran Turismo:MY2020","0",".",".","."
"217","MMTBMW 3 Series/BMW 3 Series Gran Turismo:MY2020:MileGrpATC1","-1e+13","0","-1e+13","-1e+13"
"218","MMTBMW 3 Series/BMW 3 Series Gran Turismo:MY2020:MileGrpATC2","-1e+13","0","-1e+13","-1e+13"
"219","MMTBMW 3 Series/BMW 3 Series Gran Turismo:MY2020:MileGrpATC3","0",".",".","."
"220","MMTBMW 4 Series","-1e+13","0","-1e+13","-1e+13"
"221","MMTBMW 4 Series:MY2018","-1e+13","0","-1e+13","-1e+13"
"222","MMTBMW 4 Series:MY2018:MileGrpATC1","-1e+13","0","-1e+13","-1e+13"
"223","MMTBMW 4 Series:MY2018:MileGrpATC2","-1e+13","0","-1e+13","-1e+13"
"224","MMTBMW 4 Series:MY2018:MileGrpATC3","0",".",".","."
"225","MMTBMW 4 Series:MY2019","-1e+13","0","-1e+13","-1e+13"
"226","MMTBMW 4 Series:MY2019:MileGrpATC1","-1e+13","0","-1e+13","-1e+13"
"227","MMTBMW 4 Series:MY2019:MileGrpATC2","-1e+13","0","-1e+13","-1e+13"
"228","MMTBMW 4 Series:MY2019:MileGrpATC3","0",".",".","."
"229","MMTBMW 4 Series:MY2020","0",".",".","."
"230","MMTBMW 4 Series:MY2020:MileGrpATC1","-1e+13","0","-1e+13","-1e+13"
"231","MMTBMW 4 Series:MY2020:MileGrpATC2","-1e+13","0","-1e+13","-1e+13"
"232","MMTBMW 4 Series:MY2020:MileGrpATC3","0",".",".","."
"233","MMTBMW 5 Series/BMW 5 Series Gran Turismo","-8.54722229407895","4.32687517410131","-18.9103675","-2.5298395"
"234","MMTBMW 5 Series/BMW 5 Series Gran Turismo:MY2018","4.30379935518785","4.45173985596421","-2.4717445","14.763515"
"235","MMTBMW 5 Series/BMW 5 Series Gran Turismo:MY2018:MileGrpATC1","-1e+13","0","-1e+13","-1e+13"
"236","MMTBMW 5 Series/BMW 5 Series Gran Turismo:MY2018:MileGrpATC2","-0.649436457196149","1.82213025917073","-4.33148225","2.99070424999999"
"237","MMTBMW 5 Series/BMW 5 Series Gran Turismo:MY2018:MileGrpATC3","0",".",".","."
"238","MMTBMW 5 Series/BMW 5 Series Gran Turismo:MY2019","-1e+13","0","-1e+13","-1e+13"
"239","MMTBMW 5 Series/BMW 5 Series Gran Turismo:MY2019:MileGrpATC1","-1e+13","0","-1e+13","-1e+13"
"240","MMTBMW 5 Series/BMW 5 Series Gran Turismo:MY2019:MileGrpATC2","-1e+13","0","-1e+13","-1e+13"
"241","MMTBMW 5 Series/BMW 5 Series Gran Turismo:MY2019:MileGrpATC3","0",".",".","."
"242","MMTBMW 5 Series/BMW 5 Series Gran Turismo:MY2020","0",".",".","."
"243","MMTBMW 5 Series/BMW 5 Series Gran Turismo:MY2020:MileGrpATC1","-1e+13","0","-1e+13","-1e+13"
"244","MMTBMW 5 Series/BMW 5 Series Gran Turismo:MY2020:MileGrpATC2","-1e+13","0","-1e+13","-1e+13"
"245","MMTBMW 5 Series/BMW 5 Series Gran Turismo:MY2020:MileGrpATC3","0",".",".","."
"246","MMTBMW 7 Series","-1e+13","0","-1e+13","-1e+13"
"247","MMTBMW 7 Series:MY2018","-1e+13","0","-1e+13","-1e+13"
"248","MMTBMW 7 Series:MY2018:MileGrpATC1","-1e+13","0","-1e+13","-1e+13"
"249","MMTBMW 7 Series:MY2018:MileGrpATC2","-1e+13","0","-1e+13","-1e+13"
"250","MMTBMW 7 Series:MY2018:MileGrpATC3","0",".",".","."
"251","MMTBMW 7 Series:MY2019","-1e+13","0","-1e+13","-1e+13"
"252","MMTBMW 7 Series:MY2019:MileGrpATC1","-1e+13","0","-1e+13","-1e+13"
"253","MMTBMW 7 Series:MY2019:MileGrpATC2","-1e+13","0","-1e+13","-1e+13"
"254","MMTBMW 7 Series:MY2019:MileGrpATC3","0",".",".","."
"255","MMTBMW 7 Series:MY2020","0",".",".","."
"256","MMTBMW 7 Series:MY2020:MileGrpATC1","-1e+13","0","-1e+13","-1e+13"
"257","MMTBMW 7 Series:MY2020:MileGrpATC2","-1e+13","0","-1e+13","-1e+13"
"258","MMTBMW 7 Series:MY2020:MileGrpATC3","0",".",".","."
"259","MMTBMW X1","-9.06317467416184","5.3866883903474","-21.36284","-1.18136425"
"260","MMTBMW X1:MY2018","-1.66842717215721","6.39670001988488","-14.44342","11.2385025"
"261","MMTBMW X1:MY2018:MileGrpATC1","6.55289174520044","5.32699206465218","-1.51576625","18.8498675"
"262","MMTBMW X1:MY2018:MileGrpATC2","-1e+13","0","-1e+13","-1e+13"
"263","MMTBMW X1:MY2018:MileGrpATC3","0",".",".","."
"264","MMTBMW X1:MY2019","-1e+13","0","-1e+13","-1e+13"
"265","MMTBMW X1:MY2019:MileGrpATC1","-1e+13","0","-1e+13","-1e+13"
"266","MMTBMW X1:MY2019:MileGrpATC2","-1e+13","0","-1e+13","-1e+13"
"267","MMTBMW X1:MY2019:MileGrpATC3","0",".",".","."
"268","MMTBMW X1:MY2020","0",".",".","."
"269","MMTBMW X1:MY2020:MileGrpATC1","-1e+13","0","-1e+13","-1e+13"
"270","MMTBMW X1:MY2020:MileGrpATC2","-1e+13","0","-1e+13","-1e+13"
"271","MMTBMW X1:MY2020:MileGrpATC3","0",".",".","."
"272","MMTBMW X2","-1e+13","0","-1e+13","-1e+13"
"273","MMTBMW X2:MY2018","-1e+13","0","-1e+13","-1e+13"
"274","MMTBMW X2:MY2018:MileGrpATC1","-1e+13","0","-1e+13","-1e+13"
"275","MMTBMW X2:MY2018:MileGrpATC2","-1e+13","0","-1e+13","-1e+13"
"276","MMTBMW X2:MY2018:MileGrpATC3","0",".",".","."
"277","MMTBMW X2:MY2019","-1e+13","0","-1e+13","-1e+13"
"278","MMTBMW X2:MY2019:MileGrpATC1","-1e+13","0","-1e+13","-1e+13"
"279","MMTBMW X2:MY2019:MileGrpATC2","-1e+13","0","-1e+13","-1e+13"
"280","MMTBMW X2:MY2019:MileGrpATC3","0",".",".","."
"281","MMTBMW X2:MY2020","0",".",".","."
"282","MMTBMW X2:MY2020:MileGrpATC1","-1e+13","0","-1e+13","-1e+13"
"283","MMTBMW X2:MY2020:MileGrpATC2","0",".",".","."
"284","MMTBMW X3","-7.89830475482456","3.0071505093114","-15.00706","-3.58095525"
"285","MMTBMW X3:MY2018","-1e+13","0","-1e+13","-1e+13"
"286","MMTBMW X3:MY2018:MileGrpATC1","-1e+13","0","-1e+13","-1e+13"
"287","MMTBMW X3:MY2018:MileGrpATC2","-1e+13","0","-1e+13","-1e+13"
"288","MMTBMW X3:MY2018:MileGrpATC3","0",".",".","."
"289","MMTBMW X3:MY2019","-3.40531890696681","5.24707126545106","-14.77358","6.1499315"
"290","MMTBMW X3:MY2019:MileGrpATC1","-1e+13","0","-1e+13","-1e+13"
"291","MMTBMW X3:MY2019:MileGrpATC2","6.50861240580487","4.78448556191024","-0.501763575","17.5452625"
"292","MMTBMW X3:MY2019:MileGrpATC3","0",".",".","."
"293","MMTBMW X3:MY2020","0",".",".","."
"294","MMTBMW X3:MY2020:MileGrpATC1","2.82076790746899","3.23646699716502","-2.5286635","10.177605"
"295","MMTBMW X3:MY2020:MileGrpATC2","2.5824476096211","3.2486233091753","-2.75416525","10.040065"
"296","MMTBMW X3:MY2020:MileGrpATC3","0",".",".","."
"297","MMTBMW X5","-4.19998188815789","1.2199277048568","-7.11573475","-2.35191875"
"298","MMTBMW X5:MY2018","-1e+13","0","-1e+13","-1e+13"
"299","MMTBMW X5:MY2018:MileGrpATC1","-1e+13","0","-1e+13","-1e+13"
"300","MMTBMW X5:MY2018:MileGrpATC2","-1e+13","0","-1e+13","-1e+13"
"301","MMTBMW X5:MY2018:MileGrpATC3","0",".",".","."
"302","MMTBMW X5:MY2019","-0.110646819343947","1.73093289942009","-3.6147825","3.37921825"
"303","MMTBMW X5:MY2019:MileGrpATC1","0.731412949874154","1.4884468777933","-1.94552725","3.960924"
"304","MMTBMW X5:MY2019:MileGrpATC2","-1e+13","0","-1e+13","-1e+13"
"305","MMTBMW X5:MY2019:MileGrpATC3","0",".",".","."
"306","MMTBMW X5:MY2020","0",".",".","."
"307","MMTBMW X5:MY2020:MileGrpATC1","-1e+13","0","-1e+13","-1e+13"
"308","MMTBMW X5:MY2020:MileGrpATC2","-1e+13","0","-1e+13","-1e+13"
"309","MMTBMW X5:MY2020:MileGrpATC3","0",".",".","."
"310","MMTBMW X7","-9.59035957197368","4.95377883157936","-21.1232375","-2.63206050000001"
"311","MMTBMW X7:MY2019","0.68212312879307","6.50818370738815","-12.378705","13.3793675"
"312","MMTBMW X7:MY2019:MileGrpATC1","6.67723694246425","5.91138129103236","-2.834262","19.68008"
